Nationality,Gender,customer_age,years_in_operation,has_insurance,active_loan_holder,has_internet_banking,has_debit_card,credit_card_ownership,compliance_income_tax,current_problem_cash_flow,liquidity_constraint,uses_informal_lender,uses_friends_family_savings,funding_access_barrier,mobile_wallet_access,extends_customer_credit,inventory_shrinkage_risk,financial_tracking,log_gross_income,log_operating_expense,log_business_sales,profit_margin,revenue_efficiency,financial_stress_score,formality_score,digital_access_score,insurance_gap,extends_credit,survey_coverage,cluster
Ghana,Female,65.0,25.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Never had,Never had,Yes,Have now,No,Not Surveyed,Yes - sometimes,9.61587214452889,9.105090961257085,9.61587214452889,0.5107811832718046,0.9058014276749394,3.0,0.0,1,0,0,1.0,Established_Veterans
DRC,Not Surveyed,53.0,2.0,Not Surveyed,Used to have but don't have now,Have now,Used to have but don't have now,Not Surveyed,Yes,Yes,Not Surveyed,Used to have but don't have now,Used to have but don't have now,No,Have now,Not Surveyed,Yes,Not Surveyed,13.45883704259595,12.660331092405906,13.45883704259595,0.7985059501900444,0.9308381443781415,1.25,3.333333333333333,2,1,0,0.7,Stable_Formal
Kenya,Male,35.0,5.0,No,Never had,Never had,Have now,Never had,No,No,Yes,Never had,Never had,No,Have now,Yes - sometimes,No,No,11.51293546492023,12.206077645517674,16.496532155171714,-0.6931421805974445,0.6580124199935915,1.0,1.0,1,0,1,1.0,Large_Informal
Uganda,Female,36.0,3.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,No,3.044522437723423,5.484796933490655,6.580639137284949,-2.4402744957672318,0.4016181726352215,5.0,0.0,1,0,1,0.5,High_Risk_Informal
Ghana,Female,35.0,4.0,No,Never had,Have now,Never had,Never had,Yes,No,Yes,Never had,Never had,Yes,Have now,No,Not Surveyed,Yes - sometimes,9.210440366976517,10.085850775128717,11.695255355062795,-0.8754104081522005,0.7255025684302953,2.0,2.0,2,0,0,1.0,Stable_Formal
Kenya,Female,39.0,5.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,No,Have now,No,No,No,10.463131911491967,7.3783837129967145,7.601402334583733,3.0847481984952525,1.216444889390043,1.0,0.0,1,0,0,1.0,Large_Informal
Ghana,Female,59.0,10.0,No,Have now,Have now,Have now,Never had,Yes,No,Yes,Never had,Never had,Yes,Have now,No,Not Surveyed,Yes - always,7.0909098220799835,9.210440366976517,9.472781556562168,-2.1195305448965334,0.6770798936063811,2.0,3.0,2,0,0,1.0,Stable_Formal
Uganda,Male,66.0,20.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,No,No,No,7.601402334583733,7.313886831633462,7.601402334583733,0.2875155029502716,0.8837398878576704,5.0,0.0,1,0,0,0.5,Established_Veterans
Ghana,Female,48.0,5.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Never had,Yes - sometimes,Not Surveyed,Yes - sometimes,6.2166061010848646,10.727684925086583,11.184435286790631,-4.511078824001719,0.5102087995677896,2.0,0.0,0,0,1,1.0,Large_Informal
Ghana,Female,72.0,20.0,No,Never had,Never had,Never had,Never had,Yes,Yes,Yes,Used to have but don't have now,Never had,Yes,Have now,Yes - always,Not Surveyed,Yes - sometimes,6.68586094706836,5.860786223465865,6.111467339502679,0.8250747236024942,0.9401520991216304,3.0,1.0,1,0,1,1.0,Established_Veterans
Ghana,Female,40.0,0.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Never had,Never had,Yes,Used to have but don't have now,Yes - sometimes,Not Surveyed,Yes - sometimes,7.601402334583733,8.006700845440367,8.517393171418904,-0.4052985108566336,0.798685333018608,3.0,0.0,0,0,1,1.0,Large_Informal
Ghana,Male,78.0,1.0,No,Have now,Never had,Have now,Have now,No,Yes,Yes,Used to have but don't have now,Used to have but don't have now,Yes,Have now,No,Not Surveyed,Yes - sometimes,9.04793908261736,9.259225769705994,12.337105293891872,-0.2112866870886343,0.6784035128493089,3.0,1.0,1,0,0,1.0,Stable_Formal
Uganda,Female,32.0,3.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,No,No,Yes - sometimes,5.303304908059076,7.783640596221253,9.169622538697624,-2.480335688162177,0.521484931016746,5.0,0.0,1,0,0,0.5,High_Risk_Informal
Kenya,Male,55.0,23.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,No,Have now,Yes - sometimes,No,Yes - always,13.304686600863562,10.859018228147887,11.156264806643742,2.4456683727156747,1.0944716006508985,1.0,0.0,1,0,1,1.0,Established_Veterans
DRC,Not Surveyed,42.0,2.0,Not Surveyed,Used to have but don't have now,Used to have but don't have now,Have now,Not Surveyed,No,Yes,Not Surveyed,Used to have but don't have now,Used to have but don't have now,No,Have now,Not Surveyed,Yes,Not Surveyed,4.584967478670572,4.584967478670572,4.584967478670572,0.0,0.8209479278403897,1.25,1.6666666666666665,1,1,0,0.7,Stable_Formal
Kenya,Female,24.0,14.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Never had,Yes - sometimes,No,No,13.235693848424024,15.38412668421143,15.720598861308845,-2.148432835787407,0.7915801316812386,2.0,0.0,0,0,1,1.0,Large_Informal
Ghana,Female,44.0,2.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Used to have but don't have now,Yes,Have now,Yes - sometimes,Not Surveyed,Yes - sometimes,5.942799375126701,5.3981627015177525,6.398594934535208,0.5446366736089487,0.8032335095663725,2.0,0.0,1,0,1,1.0,Large_Informal
Ghana,Female,27.0,2.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Used to have but don't have now,Never had,Yes,Never had,Yes - sometimes,Not Surveyed,Yes - sometimes,8.351610750626559,7.417580402414544,11.167628403875849,0.9340303482120147,0.6863795041576266,3.0,0.0,0,0,1,1.0,Large_Informal
Ghana,Female,64.0,20.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Never had,Yes - sometimes,Not Surveyed,No,6.90875477931522,9.210440366976517,10.085850775128717,-2.3016855876612965,0.6232047426450229,2.0,0.0,0,0,1,1.0,Established_Veterans
Ghana,Male,73.0,13.0,No,Never had,Never had,Have now,Never had,Yes,No,Yes,Never had,Never had,Yes,Never had,No,Not Surveyed,Yes - always,9.210440366976517,7.244941546337007,7.496097345175956,1.9654988206395103,1.0840789591713142,2.0,2.0,0,0,0,1.0,Established_Veterans
Ghana,Male,42.0,4.0,No,Never had,Never had,Used to have but don't have now,Never had,No,Yes,Yes,Never had,Never had,Yes,Never had,Yes - sometimes,Not Surveyed,Yes - sometimes,8.517393171418904,11.695255355062795,12.206077645517674,-3.1778621836438905,0.6449601009509304,3.0,0.0,0,0,1,1.0,Large_Informal
DRC,Not Surveyed,42.0,11.0,Not Surveyed,Used to have but don't have now,Used to have but don't have now,Have now,Not Surveyed,No,Yes,Not Surveyed,Used to have but don't have now,Used to have but don't have now,No,Have now,Not Surveyed,Yes,Not Surveyed,7.496097345175956,6.398594934535208,7.496097345175956,1.0975024106407485,0.8822989003806795,1.25,1.6666666666666665,1,1,0,0.7,Stable_Formal
Ghana,Male,42.0,3.0,No,Never had,Never had,Have now,Never had,Yes,No,Yes,Never had,Never had,Yes,Have now,No,Not Surveyed,Yes - always,9.15915233520675,9.210440366976517,9.90353755128617,-0.05128803176976682,0.8400165810522976,2.0,2.0,1,0,0,1.0,Stable_Formal
Ghana,Female,32.0,1.0,No,Have now,Never had,Never had,Never had,No,Yes,Yes,Have now,Never had,Yes,Have now,Yes - sometimes,Not Surveyed,Yes - always,8.294299608857235,7.496097345175956,10.778977123006351,0.7982022636812793,0.7041612800704956,4.0,0.0,1,0,1,1.0,Large_Informal
Uganda,Male,38.0,12.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,Yes,Yes - sometimes,5.017279836814924,7.650168700845001,8.006700845440367,-2.6328888640300763,0.557060784288724,5.0,0.0,1,1,1,0.5,High_Risk_Informal
Kenya,Male,43.0,6.0,No,Never had,Never had,Have now,Never had,No,Yes,No,Never had,Have now,No,Have now,Yes - sometimes,No,Yes - always,13.710151153416941,13.122365377402328,16.195056784687036,0.5877857760146128,0.7973309611647483,2.0,1.0,1,0,1,1.0,Large_Informal
Kenya,Male,65.0,20.0,Yes,Never had,Never had,Have now,Never had,No,No,Yes,Never had,Never had,No,Have now,Yes - always,No,No,11.695255355062795,15.068273812173887,15.501909696719672,-3.373018457111092,0.7087213280162133,1.0,2.0,1,0,1,1.0,Established_Veterans
Uganda,Female,37.0,6.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,No,No,Yes - always,4.61512051684126,7.0909098220799835,7.783640596221253,-2.475789305238724,0.525422285473144,5.0,0.0,1,0,0,0.5,High_Risk_Informal
DRC,Not Surveyed,53.0,30.0,Not Surveyed,Used to have but don't have now,Used to have but don't have now,Have now,Not Surveyed,No,Yes,Not Surveyed,Used to have but don't have now,Used to have but don't have now,No,Have now,Not Surveyed,Yes,Not Surveyed,12.765691290604371,9.433563920090563,11.918397239722838,3.332127370513808,0.9881791876898699,1.25,1.6666666666666665,1,1,0,0.7,Established_Veterans
Ghana,Female,48.0,4.0,No,Never had,Never had,Never had,Never had,No,No,No,Have now,Used to have but don't have now,Yes,Used to have but don't have now,Yes - sometimes,Not Surveyed,No,5.860786223465865,5.993961427306569,6.68586094706836,-0.13317520384070392,0.7625412772659337,2.0,0.0,0,0,1,1.0,Large_Informal
Kenya,Male,49.0,2.0,No,Never had,Never had,Used to have but don't have now,Used to have but don't have now,Yes,No,No,Never had,Never had,No,Have now,Yes - sometimes,Yes,No,11.918397239722838,11.51293546492023,15.319588176962746,0.4054617748026086,0.7303123774009953,0.0,1.0,1,1,1,1.0,Large_Informal
Ghana,Female,32.0,2.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,Not Surveyed,No,8.699681400989514,3.713572066704308,5.017279836814924,4.986109334285206,1.4457830842041148,3.0,0.0,1,0,1,1.0,Large_Informal
Uganda,Male,42.0,3.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,Yes - always,5.14166355650266,8.517393171418904,8.517393171418904,-3.375729614916244,0.5402386413900891,5.0,0.0,1,0,1,0.5,High_Risk_Informal
Ghana,Male,35.0,2.0,No,Used to have but don't have now,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Never had,No,Not Surveyed,Yes - always,9.210440366976517,10.596659732783579,10.819798284210286,-1.3862193658070616,0.77923837154484,2.0,0.0,0,0,0,1.0,Large_Informal
Kenya,Male,25.0,5.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,No,Never had,Yes - sometimes,No,Yes - always,12.100717685412471,13.8924725250259,14.585619242623203,-1.7917548396134286,0.7764027528864365,1.0,0.0,0,0,1,1.0,Large_Informal
DRC,Not Surveyed,56.0,3.0,Not Surveyed,Used to have but don't have now,Used to have but don't have now,Have now,Not Surveyed,No,Yes,Not Surveyed,Used to have but don't have now,Have now,No,Have now,Not Surveyed,Yes,Not Surveyed,6.90875477931522,8.131824785007195,8.517393171418904,-1.2230700056919748,0.7259083085967779,2.5,1.6666666666666665,1,1,0,0.7,Stable_Formal
DRC,Not Surveyed,54.0,10.0,Not Surveyed,Used to have but don't have now,Have now,Have now,Not Surveyed,No,Yes,Not Surveyed,Used to have but don't have now,Used to have but don't have now,No,Have now,Not Surveyed,Yes,Not Surveyed,9.210440366976517,7.824445930877619,8.853808274977197,1.3859944360988976,0.9347087044879439,1.25,3.333333333333333,2,1,0,0.7,Stable_Formal
Ghana,Female,33.0,2.0,No,Never had,Never had,Never had,Never had,No,Yes,No,Never had,Never had,Yes,Have now,No,Not Surveyed,No,8.294299608857235,6.398594934535208,6.90875477931522,1.8957046743220278,1.0487491192103187,2.0,0.0,1,0,0,1.0,Large_Informal
Kenya,Male,67.0,11.0,Yes,Have now,Never had,Have now,Have now,Yes,No,Yes,Never had,Never had,No,Never had,Yes - sometimes,No,Yes - always,14.508658238524095,15.894952224644102,17.011936294903045,-1.3862939861200072,0.8055024180065363,1.0,3.0,0,0,1,1.0,Stable_Formal
Ghana,Male,31.0,4.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,Not Surveyed,Yes - always,9.61587214452889,9.61587214452889,10.165890277802454,0.0,0.8611827543787559,2.0,0.0,1,0,1,1.0,Large_Informal
Uganda,Female,57.0,4.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,Yes - always,3.9318256327243257,5.8888779583328805,6.398594934535208,-1.9570523256085548,0.5314286925442189,5.0,0.0,1,0,1,0.5,High_Risk_Informal
Kenya,Male,59.0,15.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Never had,Have now,No,Never had,Yes - sometimes,No,Yes - always,10.491301994830229,10.596659732783579,11.264476926102367,-0.10535773795334968,0.8554218869703031,3.0,0.0,0,0,1,1.0,Established_Veterans
DRC,Not Surveyed,27.0,4.0,Not Surveyed,Used to have but don't have now,Have now,Used to have but don't have now,Not Surveyed,Yes,Yes,Not Surveyed,Used to have but don't have now,Used to have but don't have now,Yes,Have now,Not Surveyed,Yes,Not Surveyed,8.517393171418904,8.006700845440367,8.517393171418904,0.5106923259785372,0.8949292120238304,2.5,3.333333333333333,2,1,0,0.7,Stable_Formal
Ghana,Male,31.0,8.0,No,Never had,Never had,Have now,Never had,Yes,Yes,Yes,Never had,Never had,Yes,Have now,No,Not Surveyed,Yes - always,8.517393171418904,6.398594934535208,6.90875477931522,2.1187982368836966,1.0769575500931619,3.0,2.0,1,0,0,1.0,Stable_Formal
Kenya,Female,46.0,10.0,No,Never had,Never had,Never had,Never had,No,Yes,No,Never had,Have now,Yes,Never had,Yes - sometimes,No,No,11.002116507732017,10.819798284210286,8.412054873292933,0.18231822352173133,1.16893884022616,3.0,0.0,0,0,1,1.0,Large_Informal
Uganda,Male,26.0,3.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,No,6.2166061010848646,7.783640596221253,8.188966863648876,-1.5670344951363884,0.6765293850038211,5.0,0.0,1,0,1,0.5,High_Risk_Informal
Uganda,Female,23.0,0.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,Yes - sometimes,5.5053315359323625,7.83241092718792,7.9865049385539955,-2.327079391255557,0.6126221009809201,5.0,0.0,1,0,1,0.5,High_Risk_Informal
DRC,Not Surveyed,75.0,3.0,Not Surveyed,Used to have but don't have now,Used to have but don't have now,Have now,Not Surveyed,No,Yes,Not Surveyed,Used to have but don't have now,Used to have but don't have now,No,Have now,Not Surveyed,Yes,Not Surveyed,7.438971592395862,4.406719247264253,6.68586094706836,3.0322523451316084,0.9678774627367323,1.25,1.6666666666666665,1,1,0,0.7,Stable_Formal
Kenya,Female,28.0,2.0,No,Never had,Never had,Never had,Never had,Don't know,No,No,Never had,Never had,Yes,Have now,Yes - sometimes,No,No,13.304686600863562,10.819798284210286,15.789591722875162,2.484888316653276,0.7924365774026801,1.0,0.0,1,0,1,1.0,Large_Informal
Uganda,Female,74.0,20.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,No,No,No,4.962844630259907,7.5480289699350145,8.188966863648876,-2.5851843396751075,0.5400873355951133,5.0,0.0,1,0,0,0.5,Established_Veterans
Uganda,Female,42.0,5.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,Yes,Yes - sometimes,5.831882477283517,7.496097345175956,8.314097335405807,-1.664214867892439,0.626135015264947,5.0,0.0,1,1,1,0.5,High_Risk_Informal
DRC,Not Surveyed,47.0,13.0,Not Surveyed,Used to have but don't have now,Used to have but don't have now,Have now,Not Surveyed,Yes,Yes,Not Surveyed,Used to have but don't have now,Used to have but don't have now,Yes,Have now,Not Surveyed,Yes,Not Surveyed,4.584967478670572,8.517393171418904,7.824445930877619,-3.932425692748332,0.5195756781315087,2.5,3.333333333333333,1,1,0,0.7,Stable_Formal
Ghana,Female,49.0,3.0,No,Have now,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,Not Surveyed,Yes - sometimes,7.601402334583733,9.680406499268875,9.99884318585288,-2.0790041646851414,0.6911092563226048,2.0,0.0,1,0,1,1.0,Large_Informal
DRC,Not Surveyed,80.0,14.0,Not Surveyed,Used to have but don't have now,Used to have but don't have now,Have now,Not Surveyed,No,Yes,Not Surveyed,Used to have but don't have now,Used to have but don't have now,No,Have now,Not Surveyed,Yes,Not Surveyed,7.438971592395862,4.61512051684126,6.68586094706836,2.823851075554602,0.9678774627367323,1.25,1.6666666666666665,1,1,0,0.7,Established_Veterans
Ghana,Female,58.0,1.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Never had,Never had,Yes,Never had,No,Not Surveyed,Yes - sometimes,8.294299608857235,8.006700845440367,8.294299608857235,0.2875987634168684,0.892407169761665,3.0,0.0,0,0,0,1.0,Large_Informal
Kenya,Female,65.0,9.0,Yes,Never had,Never had,Never had,Never had,Yes,No,Yes,Never had,Never had,No,Never had,Yes - sometimes,No,Yes - always,14.220976332738882,13.122365377402328,16.705882371415992,1.0986109553365537,0.8031780644661308,1.0,2.0,0,0,1,1.0,Stable_Formal
Uganda,Female,40.0,15.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,No,6.90875477931522,4.110873864173311,4.795790545596741,2.797880915141909,1.1920297541746114,5.0,0.0,1,0,1,0.5,High_Risk_Informal
Ghana,Female,33.0,6.0,No,Never had,Used to have but don't have now,Used to have but don't have now,Never had,No,No,Yes,Never had,Never had,Yes,Have now,No,Not Surveyed,Yes - sometimes,7.313886831633462,12.031725210748633,12.301387370778713,-4.717838379115171,0.5498589453684394,2.0,0.0,1,0,0,1.0,Large_Informal
Kenya,Male,23.0,10.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Have now,No,Have now,Yes - sometimes,Yes,No,10.463131911491967,10.308985993422082,10.596659732783579,0.15414591806988476,0.9022539379949948,2.0,0.0,1,1,1,1.0,Large_Informal
Kenya,Male,38.0,7.0,No,Never had,Never had,Never had,Never had,No,No,No,Never had,Never had,Yes,Have now,Yes - sometimes,No,No,12.506180941677357,11.918397239722838,12.429220196836383,0.5877837019545193,0.9312663548866023,1.0,0.0,1,0,1,1.0,Large_Informal
Uganda,Female,41.0,9.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,Yes,Yes - always,5.707110264748875,7.6783263565068856,8.188966863648876,-1.9712160917580102,0.6210829083872244,5.0,0.0,1,1,1,0.5,High_Risk_Informal
DRC,Not Surveyed,67.0,3.0,Not Surveyed,Used to have but don't have now,Used to have but don't have now,Have now,Not Surveyed,No,Yes,Not Surveyed,Used to have but don't have now,Never had,Yes,Have now,Not Surveyed,Yes,Not Surveyed,7.313886831633462,4.61512051684126,6.398594934535208,2.698766314792202,0.9885507851624171,2.5,1.6666666666666665,1,1,0,0.7,Stable_Formal
Ghana,Female,48.0,1.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Used to have but don't have now,Yes,Never had,Yes - sometimes,Not Surveyed,No,5.303304908059076,4.2626798770413155,4.61512051684126,1.0406250310177603,0.9444685812447008,2.0,0.0,0,0,1,1.0,Large_Informal
Uganda,Female,49.0,27.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,Yes,No,5.017279836814924,6.8679744089702925,6.398594934535208,-1.8506945721553683,0.6781395496319489,5.0,0.0,1,1,1,0.5,High_Risk_Informal
Ghana,Male,42.0,7.0,No,Never had,Never had,Have now,Never had,Yes,No,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,Not Surveyed,Yes - sometimes,6.660575149839686,12.611541086966115,12.899222326086994,-5.950965937126429,0.4792048787750284,2.0,2.0,1,0,1,1.0,Stable_Formal
Uganda,Male,23.0,4.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,Yes - sometimes,7.3783837129967145,9.392745258631441,9.862717639992917,-2.014361545634727,0.6792392067554032,5.0,0.0,1,0,1,0.5,High_Risk_Informal
Uganda,Female,31.0,3.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,Yes,Yes - sometimes,3.9318256327243257,8.517393171418904,8.517393171418904,-4.585567538694578,0.4131200174152465,5.0,0.0,1,1,1,0.5,High_Risk_Informal
Kenya,Female,42.0,20.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Have now,Yes,Never had,No,No,No,11.775297421715827,11.289794413577894,11.695255355062795,0.48550300813793257,0.9275352950675314,3.0,0.0,0,0,0,1.0,Established_Veterans
Uganda,Female,75.0,25.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,No,3.9318256327243257,4.795790545596741,6.293419278846481,-0.8639649128724156,0.5390922257997731,5.0,0.0,1,0,1,0.5,Established_Veterans
DRC,Not Surveyed,62.0,15.0,Not Surveyed,Used to have but don't have now,Used to have but don't have now,Have now,Not Surveyed,No,Yes,Not Surveyed,Used to have but don't have now,Never had,No,Have now,Not Surveyed,Yes,Not Surveyed,6.803505257608338,4.61512051684126,5.351858133476067,2.188384740767078,1.0711047247343206,1.25,1.6666666666666665,1,1,0,0.7,Established_Veterans
Uganda,Female,32.0,9.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,Yes,No,6.68586094706836,8.699681400989514,9.169622538697624,-2.013820453921154,0.6574345234178757,5.0,0.0,1,1,1,0.5,High_Risk_Informal
Ghana,Male,48.0,5.0,No,Never had,Never had,Never had,Never had,Yes,Yes,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,Not Surveyed,Yes - always,7.313886831633462,8.294299608857235,8.77971129020447,-0.9804127772237736,0.7478632665730306,3.0,1.0,1,0,1,1.0,Large_Informal
Kenya,Female,33.0,3.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Have now,No,Have now,Yes - sometimes,No,Yes - always,13.304686600863562,11.002116507732017,9.90353755128617,2.3025700931315445,1.22021743294626,2.0,0.0,1,0,1,1.0,Large_Informal
Kenya,Female,47.0,5.0,No,Never had,Never had,Never had,Never had,Yes,Yes,Yes,Never had,Have now,Yes,Have now,No,Yes,Yes - always,12.611541086966115,13.45883704259595,13.815511557963774,-0.8472959556298356,0.8512389894621655,4.0,1.0,1,1,0,1.0,Large_Informal
Kenya,Female,36.0,4.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,No,Have now,Yes - sometimes,Yes,Yes - always,13.07107218827772,12.100717685412471,15.555976908243359,0.9703545028652485,0.7895077566681991,1.0,0.0,1,1,1,1.0,Large_Informal
Ghana,Female,29.0,1.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Never had,Never had,Yes,Never had,No,Not Surveyed,Yes - sometimes,6.398594934535208,9.546884034617925,9.798182590890704,-3.1482891000827173,0.5925622094900518,3.0,0.0,0,0,0,1.0,Large_Informal
Ghana,Female,50.0,20.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,Not Surveyed,No,7.601402334583733,9.210440366976517,9.90353755128617,-1.6090380323927835,0.6971501037007094,3.0,0.0,1,0,1,1.0,Established_Veterans
Kenya,Female,31.0,5.0,No,Never had,Never had,Have now,Never had,No,Yes,Yes,Never had,Have now,No,Have now,No,Yes,No,10.819798284210286,9.61587214452889,12.206077645517674,1.2039261396813963,0.8193044577382654,3.0,1.0,1,1,0,1.0,Large_Informal
Kenya,Female,25.0,5.0,No,Never had,Never had,Never had,Never had,No,No,No,Never had,Have now,No,Never had,Yes - sometimes,No,No,13.592368256649284,8.987321812850125,10.12667110305036,4.605046443799159,1.22160241196695,1.0,0.0,0,0,1,1.0,Large_Informal
Uganda,Male,47.0,20.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,No,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,Yes - sometimes,4.394449154672439,6.985641817639208,6.398594934535208,-2.591192662966769,0.5939572572300184,2.5,0.0,1,0,1,0.5,High_Risk_Informal
Ghana,Female,70.0,36.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Never had,Yes - sometimes,Not Surveyed,No,6.2166061010848646,8.881975184248867,9.392745258631441,-2.665369083164003,0.5981678513597564,2.0,0.0,0,0,1,1.0,Established_Veterans
Kenya,Male,23.0,8.0,No,Never had,Never had,Never had,Never had,No,No,No,Never had,Never had,No,Never had,No,Yes,No,13.710151153416941,15.789591722875162,16.195056784687036,-2.079440569458221,0.7973309611647483,0.0,0.0,0,1,0,1.0,Large_Informal
Ghana,Female,34.0,3.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Never had,Used to have but don't have now,Yes,Never had,Yes - sometimes,Not Surveyed,Yes - sometimes,9.392745258631441,8.594339400592892,8.987321812850125,0.7984058580385494,0.9404668673584068,3.0,0.0,0,0,1,1.0,Large_Informal
Uganda,Female,65.0,5.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,No,4.795790545596741,6.803505257608338,7.427144133408616,-2.0077147120115963,0.5690884681305358,5.0,0.0,1,0,1,0.5,High_Risk_Informal
Ghana,Female,44.0,5.0,No,Never had,Never had,Never had,Never had,No,Yes,No,Never had,Used to have but don't have now,Yes,Never had,Yes - sometimes,Not Surveyed,Yes - always,8.216358332386156,10.12667110305036,10.819798284210286,-1.9103127706642038,0.6951352412978268,2.0,0.0,0,0,1,1.0,Large_Informal
Ghana,Male,34.0,2.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,Not Surveyed,No,6.90875477931522,10.214678610538817,10.463131911491967,-3.3059238312235966,0.6026934726616107,3.0,0.0,1,0,1,1.0,Large_Informal
Uganda,Female,25.0,1.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,Yes - sometimes,6.2166061010848646,8.343077871169383,8.699681400989514,-2.1264717700845184,0.6409082777142223,5.0,0.0,1,0,1,0.5,High_Risk_Informal
