Customer_ID,Nationality,customer_age,attitude_business_stability_environment,attitude_closure_concerned,compliance_income_tax,underinsurance_perception,insurance_unaffordability_perception,gross_income,operating_expense,business_sales,years_in_operation,"automotive_insurance
",mobile_wallet_access,current_problem_cash_flow,liquidity_constraint,Gender,extends_customer_credit,success_contentment,credit_card_ownership,financial_tracking,business_insurability_doubt,insurance_necessity_attitude,has_insurance,funding_access_barrier,referral_marketing,active_loan_holder,has_internet_banking,has_debit_card,inventory_shrinkage_risk,business_age_months,medical_insurance,funeral_insurance,uses_friends_family_savings,uses_informal_lender
ID_XBR8IY,DRC,51,Yes,No,No,Don't know,Yes,100,1120,6500,35,Never had,,,,,,,,,,,,No,Yes,Used to have but don't have now,Used to have but don't have now,Have now,,,,,Used to have but don't have now,Used to have but don't have now
ID_MYK851,Ghana,53,Yes,Yes,No,No,No,2000,48000,108000,1,Never had,Have now,Yes,Yes,Female,"Yes, sometimes",No,Never had,No,No,Yes,No,Yes,Yes,Never had,Never had,Never had,,10,Never had,Have now,Used to have but don’t have now,Never had
ID_K6ILCG,Ghana,43,Yes,No,No,Yes,Yes,1500,700,400,6,Never had,Have now,Yes,Yes,Male,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,Yes,Yes,Yes,Yes,Have now,Never had,Never had,,4,Never had,Have now,Never had,Never had
ID_4V3KRA,Uganda,63,Yes,No,No,No,Yes,344,3072,7200,39,Have now,,,Yes,Female,"Yes, sometimes",No,Never had,"Yes, sometimes",No,Yes,No,,,,,,No,0,Have now,Have now,,
ID_H8VLIG,Ghana,57,No,No,No,No,Yes,460,1000,1600,35,Never had,Have now,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,Yes,No,Yes,Yes,Never had,Never had,Never had,,10,Never had,Have now,Never had,Never had
ID_JR6EET,Ghana,42,Don’t know or N/A,No,No,Don't know,No,2000,3000,6000,4,Never had,Never had,0,Yes,Female,No,Yes,Never had,"Yes, sometimes",Don't Know,Yes,No,,Yes,Never had,Never had,Have now,,2,Never had,Never had,Never had,Never had
ID_19EVQB,Uganda,59,Yes,No,No,Don't know,Don't know,400,7200,12000,40,Never had,,Yes,Yes,Female,No,Yes,Never had,"Yes, sometimes",Don't know, Do not know / N‎/A,No,,,,,,Yes,5,Never had,Never had,,
ID_B9M9W4,Kenya,42,Don’t know or N/A,Yes,No,Don't know,Don't know,4200000,38000000,50400000,5,,Never had,No,No,Female,No,Yes,Never had,No,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,Yes,No,Never had,Never had,Never had,No,,,,,
ID_VG29KW,Uganda,55,No,Yes,Yes,No,Yes,150,1200,3000,25,Used to have but don’t have now,Have now,,Yes,Male,"Yes, sometimes",Yes,Used to have but don't have now,"Yes, always",No,Yes,No,,,,,,No,2,Used to have but don't have now,Have now,,
ID_PQS2FN,DRC,28,Yes,No,No,Yes,Yes,200,50,450,2,Never had,,,,,,,,,,,,No,Yes,,,,,,,,Used to have but don't have now,Used to have but don't have now
ID_JYRGJ0,Uganda,43,Yes,No,No,Yes,No,50,120,600,15,Never had,,,Yes,Female,"Yes, sometimes",No,Never had,No,Yes,Yes,No,,,,,,No,0,Never had,Never had,,
ID_WHCEKF,Kenya,23,No,No,No,No,Yes,500000,400000,6000000,2,,Have now,Yes,No,Female,"Yes, sometimes",Yes,Never had,Yes,No,Yes,No,No,No,Never had,Never had,Never had,No,,,,,
ID_7JCSJP,Kenya,24,Yes,No,No,No,No,560000,140000,6720000,2,,Never had,Yes,No,Male,"Yes, sometimes",Yes,Never had,No,Yes,No,No,No,No,Never had,Never had,Never had,No,,,,Never had,Never had
ID_5JOQYN,DRC,65,No,Yes,No,No,Yes,400,150,180,38,Never had,Have now,,,,,,,,,,,No,,,,,Yes,,,,Used to have but don't have now,Used to have but don't have now
ID_WCNKFH,Ghana,34,Yes,No,No,Yes,Yes,1800,28800,60000,3,Never had,Have now,0,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, always",No,Yes,No,,Yes,Have now,Never had,Never had,,2,Never had,Have now,Never had,Never had
ID_AX8KXX,DRC,63,No,Yes,No,Don't know,Don't know,3000,2000,6000,20,Never had,Have now,,,,,,,,,,,Yes,Yes,,,,,,,,Never had,Never had
ID_HFUEZ5,Kenya,36,Yes,No,No,Don't know,No,98000,1600000,2800000,8,,Never had,Yes,Yes,Female,No,Yes,Never had,No,Don?t know / doesn?t apply,Yes,No,No,No,Never had,Never had,Never had,No,,,,,
ID_YMSE6A,Uganda,53,Yes,Yes,Yes,No,No,700,15000,35000,26,Never had,,,Yes,Male,No,Yes,Never had,"Yes, always",No,Yes,No,,,,,,Yes,0,Never had,Never had,,
ID_P2HFDW,Uganda,69,No,No,No,Don't know,Yes,60,480,1440,25,Never had,,,Yes,Female,"Yes, sometimes",No,Never had,No,Don't know,No,No,,,,,,No,0,Have now,Have now,,
ID_EAESQA,DRC,57,No,Yes,No,Yes,No,5000,1260,3000,18,Never had,Have now,,,,,,,,,,,No,Yes,Used to have but don't have now,Have now,Have now,,,,,Never had,Used to have but don't have now
ID_42DV9U,DRC,54,No,No,No,Yes,Yes,900,460,1000,6,Never had,Have now,,,,,,,,,,,No,Yes,,,,,,,,Never had,Used to have but don't have now
ID_TWFTQ9,Ghana,40,Yes,No,No,Yes,Yes,1500,200,350,1,Never had,Have now,Yes,Yes,Female,"Yes, sometimes",No,Never had,No,Yes,No,No,Yes,Yes,Never had,Never had,Never had,,6,Never had,Never had,Never had,Never had
ID_1UNC7W,Kenya,35,Don’t know or N/A,No,No,Don't know,Don't know,100000,45000,250000,4,,Have now,No,Yes,Female,"Yes, sometimes",No,Have now,Yes,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,Yes,No,Never had,Never had,Never had,No,,,,,
ID_6AV3S2,Ghana,32,Yes,No,No,Yes,Yes,2000,1000,3500,5,Never had,Have now,0,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, always",Yes,Yes,No,,Yes,Used to have but don’t have now,Never had,Never had,,2,Never had,Never had,Never had,Never had
ID_YMSCNX,Ghana,40,Yes,Yes,No,Yes,Yes,150,500,4200,9,Never had,Never had,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, always",No,No,No,Yes,Yes,Never had,Never had,Never had,,11,Never had,Never had,Never had,Never had
ID_8YATYE,Ghana,53,Yes,Yes,No,No,Yes,3000,5000,8000,0,Never had,Have now,0,Yes,Male,No,Yes,Never had,"Yes, always",No,Yes,No,Yes,Yes,Never had,Never had,Never had,,3,Never had,Never had,Never had,Never had
ID_5HRATR,Uganda,19,Yes,No,Don’t know,Don't know,Don't know,50,5760,6600,0,Never had,,,Yes,Male,"Yes, sometimes",Yes,Never had,"Yes, sometimes",Don't know, Do not know / N‎/A,No,,,,,,No,2,Have now,Never had,,
ID_V7YS1Y,Uganda,21,Yes,No,No,Don't know,Don't know,500,4800,6000,0,Never had,,,Yes,Male,"Yes, sometimes",Yes,Never had,No,Don't know,Yes,No,,,,,,Yes,11,Never had,Never had,,
ID_Z0EY8L,Kenya,35,Don’t know or N/A,Yes,No,Don't know,Don't know,44000,4000,52000,1,,Never had,No,No,Female,No,No,Never had,No,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,No,No,Never had,Never had,Never had,No,,,,,
ID_0CEHLX,Ghana,50,Yes,No,No,No,No,9000,30000,80000,15,Never had,Have now,Yes,Yes,Male,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,Yes,No,Yes,Yes,Never had,Never had,Have now,,1,Never had,Never had,Never had,Never had
ID_VM3BY4,Kenya,37,Don’t know or N/A,No,No,Don't know,Don't know,600000,150000,500000,15,,Never had,No,Yes,Male,"Yes, sometimes",No,Never had,No,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,Yes,No,Never had,Never had,Never had,Yes,,,,,
ID_95TCY7,Kenya,43,Don’t know or N/A,Yes,No,Don't know,Yes,750000,30000,25000,29,,Have now,No,Yes,Female,"Yes, sometimes",Yes,Never had,Yes,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,Yes,No,Never had,Never had,Never had,No,,,,,
ID_GDIX1C,Ghana,45,Yes,No,No,No,Yes,500,1200,10800,3,Never had,Have now,0,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, always",No,No,No,,Yes,Never had,Never had,Never had,,6,Never had,Have now,Never had,Never had
ID_NG806W,Ghana,57,No,No,Yes,Yes,Yes,1000,600,400,4,Never had,Never had,0,Yes,Female,No,No,Never had,"Yes, sometimes",Yes,Yes,No,Yes,Yes,Never had,Never had,Never had,,8,Never had,Never had,Never had,Never had
ID_4D0GJY,Ghana,38,No,Yes,No,Yes,Yes,1000,1600,2000,6,Never had,Never had,0,Yes,Male,No,No,Never had,"Yes, always",Yes,No,No,,Yes,Never had,Never had,Never had,,8,Never had,Never had,Never had,Never had
ID_50KWD0,Uganda,67,No,No,No,Don't know,Don't know,300,930,1200,1,Never had,,,Yes,Female,"Yes, sometimes",Yes,Never had,No,Don't know, Do not know / N‎/A,No,,,,,,No,9,Have now,Used to have but don't have now,,
ID_0I9BL1,Ghana,32,No,Yes,No,No,Yes,1500,1900,3000,3,Never had,Have now,Yes,Yes,Male,No,No,Never had,"Yes, always",Yes,No,No,Yes,Yes,Never had,Never had,Never had,,0,Never had,Never had,Have now,Never had
ID_PM9OTT,Uganda,41,Yes,No,No,Don't know,Yes,80,960,600,2,Never had,Have now,,Yes,Female,"Yes, sometimes",Yes,Never had,No,Don't know,Yes,No,,,,,,Yes,0,Never had,Never had,,
ID_1QJHDD,Uganda,27,Yes,No,No,No,Yes,300,480,7200,1,Never had,Have now,,Yes,Male,No,Yes,Never had,"Yes, always",No,Yes,No,,,,,,No,5,Never had,Never had,,
ID_49YWS3,DRC,44,Yes,No,No,No,Don't know,12000,3600,12000,1,Never had,Have now,,,,,,,,,,,No,,,,,,,,,Used to have but don't have now,Used to have but don't have now
ID_2QSZO1,DRC,73,Yes,Yes,No,Yes,Yes,3500,400,2500,6,Never had,,,,,,,,,,,,No,Yes,,,,,,,,Used to have but don't have now,Used to have but don't have now
ID_C4PW8Z,Kenya,33,No,Yes,No,No,No,7200,1680000,864000,16,,Never had,Yes,No,Female,No,No,Never had,No,No,Yes,No,Yes,No,Never had,Never had,Never had,No,,,,,
ID_SZDXIM,Ghana,42,No,No,Yes,No,Yes,5000,14000,25000,10,Never had,Have now,0,Yes,Male,"Yes, sometimes",Yes,Never had,No,No,No,No,,Yes,Never had,Never had,Have now,,2,Never had,Have now,Have now,Have now
ID_0NLW0V,Ghana,44,Yes,No,No,Yes,Yes,700,300,1000,1,Never had,Have now,0,Yes,Female,No,Yes,Never had,"Yes, always",Yes,No,No,,Yes,Never had,Never had,Never had,,2,Never had,Never had,Never had,Never had
ID_NTVR4F,Kenya,26,No,No,No,No,Yes,40000,10000,15000,4,,Have now,No,Yes,Female,"Yes, sometimes",Yes,Never had,Yes,Don?t know / doesn?t apply,Yes,No,Yes,No,Never had,Never had,Never had,No,,,,,
ID_LO4QDB,Ghana,64,Yes,No,Yes,No,Yes,7000,14000,124800,4,Never had,Have now,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,No,No,Yes,No,,Yes,Never had,Never had,Have now,,1,Never had,Have now,Never had,Never had
ID_TPJ7C9,Kenya,30,Don’t know or N/A,Yes,No,Don't know,Yes,750000,500000,9000000,,,Have now,No,Yes,Male,"Yes, always",Yes,Never had,Yes,Don?t know / doesn?t apply,Yes,No,No,No,Don't know,Never had,Used to have but don't have now,No,11,,,,
ID_GGZ647,Uganda,39,Yes,Yes,No,Yes,Yes,100,600,600,1,Never had,,,No,Female,"Yes, sometimes",No,Never had,No,No,Yes,No,,,,,,Yes,0,Never had,Never had,,
ID_NPZCU7,Ghana,34,Yes,No,No,Yes,Yes,2000,1900,6750,9,Never had,Have now,0,Yes,Female,"Yes, sometimes",No,Never had,"Yes, sometimes",Yes,Yes,No,Yes,Yes,Never had,Never had,Have now,,7,Never had,Never had,Never had,Never had
ID_MH43NV,Uganda,52,Yes,Yes,No,No,No,250,1440,3000,4,Never had,,,Yes,Female,No,No,Never had,"Yes, sometimes",No,Yes,No,,,,,,Yes,0,Never had,Never had,,
ID_P7B4HJ,DRC,43,No,No,No,Yes,Yes,97,97,97,9,Never had,Have now,Yes,,,,,,,,,,Yes,Yes,Used to have but don't have now,Never had,Never had,,,,,Never had,Never had
ID_XUJ3AC,Ghana,29,Yes,No,No,No,Yes,1500,9600,30000,2,Never had,Never had,0,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",Yes,Yes,No,Yes,Yes,Have now,Never had,Never had,,2,Never had,Never had,Never had,Never had
ID_ZD7128,Uganda,35,No,No,No,No,Yes,90,1680,2280,7,Never had,,,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,No,No,,,,,,No,6,Never had,Never had,,
ID_5L1GSM,Uganda,27,Yes,No,Don’t know,Yes,Yes,700,6000,1440,2,Never had,,,Yes,Male,"Yes, sometimes",No,Never had,No,Yes,No,No,,,,,,Yes,9,Never had,Never had,,
ID_QGAN2I,Kenya,57,Yes,Yes,No,No,Yes,3600000,30000000,43200000,6,,Have now,No,No,Female,"Yes, sometimes",Yes,Never had,Yes,Don?t know / doesn?t apply,Yes,No,Yes,No,Never had,Never had,Never had,Yes,,,,,
ID_G6G04J,Ghana,42,No,No,Yes,Yes,Yes,1500,200,400,9,Never had,Have now,Yes,Yes,Male,"Yes, sometimes",No,Never had,"Yes, sometimes",No,Yes,No,,Yes,Never had,Never had,Have now,,8,Never had,Never had,Never had,Never had
ID_YZ9VLU,Ghana,28,Yes,No,No,No,No,2000,84000,120000,3,Never had,Have now,0,Yes,Male,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,Yes,No,,Yes,Never had,Never had,Never had,,5,Never had,Never had,Never had,Never had
ID_A5VIXR,DRC,40,Yes,No,No,Don't know,Yes,180,530,600,1,Never had,,,,,,,,,,,,No,Yes,,,,,,,,Used to have but don't have now,Used to have but don't have now
ID_31YK6F,Kenya,32,No,No,No,Yes,No,200000,120000,175000,7,,Have now,Yes,Yes,Male,"Yes, sometimes",No,Never had,Yes,No,Yes,No,No,Yes,Never had,Never had,Never had,Yes,,,,Have now,Never had
ID_QTC4EI,Uganda,34,No,Yes,No,Yes,Yes,40,60,1080,5,Never had,,,No,Female,No,No,Never had,No,Don't know, Do not know / N‎/A,No,,,,,,No,5,Never had,Never had,,
ID_LACYDC,Kenya,50,Don’t know or N/A,No,No,Don't know,No,1200000,1000000,1000000,7,,Have now,No,Yes,Male,"Yes, sometimes",No,Never had,Yes,Don?t know / doesn?t apply,Yes,No,No,Yes,Never had,Have now,Never had,Yes,,,,,
ID_J2NWBA,Kenya,34,Yes,No,No,No,Yes,750000,3500000,5360000,6,,Have now,No,No,Male,"Yes, sometimes",No,Never had,Yes,No,Yes,No,No,No,Never had,Never had,Never had,Yes,,,,Used to have but don't have now,Used to have but don't have now
ID_HDTROJ,Kenya,63,Don’t know or N/A,No,Yes,Yes,Yes,2000000,1200000,2000000,4,Have now,Have now,No,Yes,Male,No,No,Never had,Yes,Don?t know / doesn?t apply,Yes,No,No,No,Never had,Never had,Never had,No,,Have now,Have now,,
ID_VSPYZF,Kenya,66,Don’t know or N/A,Yes,No,Don't know,Don't know,6000000,5600000,72000000,13,,Have now,No,No,Male,No,No,Never had,No,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,Yes,No,Never had,Never had,Never had,No,,,,,
ID_1TGLNS,Kenya,30,Don’t know or N/A,Yes,No,No,No,300000,1000000,2000000,6,,Have now,No,Yes,Female,No,No,Never had,Yes,No,Yes,Yes,No,No,Never had,Never had,Never had,No,,,,Have now,Never had
ID_Z9K33T,Kenya,29,Yes,Yes,Don’t know,Yes,Yes,900000,80000,900000,2,,Never had,Yes,No,Female,"Yes, sometimes",No,Never had,No,Yes,No,No,Yes,No,Never had,Never had,Never had,No,,,,,
ID_YYP6S0,DRC,47,No,Yes,No,No,Yes,300,400,1300,6,Never had,,,,,,,,,,,,Yes,Yes,,,,Yes,,,,Used to have but don't have now,Used to have but don't have now
ID_HCGW33,Ghana,36,Yes,No,No,Yes,Yes,3500,1500,3500,3,Never had,Have now,Yes,Yes,Female,No,Yes,Never had,"Yes, sometimes",Yes,Yes,No,Yes,Yes,Used to have but don’t have now,Never had,Never had,,0,Never had,Have now,Used to have but don’t have now,Never had
ID_JJUIDC,Kenya,35,No,No,No,Don't know,Yes,400000,200000,4200000,10,,Never had,No,Yes,Female,No,Yes,Never had,Yes,Don?t know / doesn?t apply,Yes,No,Yes,No,Never had,Never had,Have now,No,,,,,
ID_Z8TRTM,Ghana,38,Yes,No,Yes,No,No,96000,30000,96000,3,Never had,Never had,0,Yes,Male,No,Yes,Never had,"Yes, sometimes",No,Yes,No,,,Never had,Never had,Never had,,8,Never had,Never had,Never had,Never had
ID_T8KX7G,Uganda,49,Yes,Yes,Don’t know,No,Yes,100,1800,3600,4,Never had,,,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,Yes,No,,,,,,Yes,3,Never had,Never had,,
ID_RV0LG9,Ghana,39,Yes,No,No,No,Yes,2000,1500,5000,3,Never had,Have now,0,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, always",Yes,No,No,,Yes,Never had,Never had,Never had,,2,Never had,Never had,Used to have but don’t have now,Never had
ID_MGAB1W,Kenya,42,Don’t know or N/A,No,No,Don't know,Don't know,735000,27000,25000,,,Have now,No,Yes,Male,"Yes, always",No,Never had,No,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,Yes,No,Never had,Never had,Never had,Yes,6,,,,
ID_2KRE4V,Ghana,31,Yes,No,Yes,Yes,Yes,7000,40000,50000,0,Never had,Never had,0,Yes,Female,No,No,Never had,"Yes, always",No,Yes,No,Yes,,Never had,Never had,Never had,,8,Never had,Never had,Never had,Never had
ID_2IMB30,DRC,37,No,No,Yes,No,Yes,97,10000,8000,3,Never had,Have now,,,,,,,,,,,No,Yes,Have now,Used to have but don't have now,Used to have but don't have now,Yes,,,,Used to have but don't have now,Used to have but don't have now
ID_CTR62B,Uganda,56,Yes,No,No,Yes,Yes,400,2784,4800,6,Have now,Have now,,Yes,Female,"Yes, sometimes",No,Never had,"Yes, sometimes",No,Yes,No,,,,,,No,0,Have now,Have now,,
ID_K0AXYC,Ghana,41,No,No,No,Yes,Yes,500,200,4000,3,Never had,Never had,Yes,Yes,Male,"Yes, sometimes",Yes,Never had,"Yes, sometimes",Yes,No,No,Yes,Yes,Never had,Never had,Never had,,8,Never had,Never had,Never had,Never had
ID_5DTAEG,Ghana,30,Yes,No,No,Yes,Yes,500,250,500,0,Never had,Have now,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,No,Yes,No,No,Yes,Yes,Never had,Never had,Never had,,6,Never had,Never had,Never had,Never had
ID_TKEYW0,Kenya,20,No,No,No,Yes,No,1350000,890000,16200000,4,,Never had,Yes,No,Male,No,Yes,Never had,No,No,Yes,No,No,No,Never had,Never had,Never had,No,,,,,
ID_JYYIIR,DRC,31,Yes,Yes,No,Don't know,Don't know,7000,2000,3500,2,Never had,Have now,,,,,,,,,,,No,Yes,,,,,,,,Never had,Used to have but don't have now
ID_U6TJ2P,Uganda,47,Yes,Yes,No,No,Yes,50,360,600,0,Never had,,,Yes,Male,No,Yes,Never had,No,No,Yes,No,,,,,,No,2,Have now,Have now,,
ID_PFXI5N,Ghana,26,Yes,Yes,No,Yes,Yes,500,300,3500,0,Never had,Never had,0,Yes,Female,"Yes, always",Yes,Never had,"Yes, always",No,Yes,No,,Yes,Never had,Never had,Never had,,3,Never had,Never had,Never had,Never had
ID_UG8POK,Kenya,65,Don’t know or N/A,No,Yes,Don't know,Yes,560000,30000,5000000,1,,Have now,No,Yes,Female,"Yes, sometimes",No,Never had,Yes,Don?t know / doesn?t apply,Yes,No,Yes,No,Never had,Never had,Have now,Yes,,,,,
ID_1R91R0,Ghana,34,Yes,No,No,Yes,Yes,700,1800,2200,0,Never had,Have now,0,Yes,Male,No,Yes,Never had,"Yes, sometimes",Yes,Yes,No,Yes,Yes,Never had,Never had,Never had,,3,Never had,Never had,Never had,Never had
ID_NGETL5,DRC,99,Yes,Yes,Yes,Don't know,Don't know,10000,35000,50000,10,Never had,Have now,Yes,,,,,,,,,,No,Yes,Never had,Have now,Have now,,,,,Used to have but don't have now,Used to have but don't have now
ID_96P1BY,Uganda,37,No,No,Yes,No,Yes,70,1800,4800,12,Never had,,,Yes,Female,No,Yes,Never had,"Yes, always",No,Yes,No,,,,,,Yes,4,Never had,Have now,,
ID_GI9MYU,Uganda,19,No,No,No,No,Yes,200,7200,10800,3,Never had,,,Yes,Female,"Yes, sometimes",No,Never had,No,No,Yes,No,,,,,,No,0,Never had,Never had,,
ID_SXTHNM,Uganda,40,Yes,No,No,No,No,800,6000,10200,2,Never had,,,No,Female,No,No,Never had,No,No,Yes,No,,,,,,No,0,Never had,Never had,,
ID_1VRUJ4,Uganda,24,Yes,No,No,No,Yes,250,1560,2400,3,Never had,,,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, always",No,No,No,,,,,,No,2,Never had,Have now,,
ID_DIGXL9,Ghana,57,Yes,No,Yes,No,Yes,500,2000,3000,7,Never had,Have now,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,Yes,No,Yes,Yes,Never had,Never had,Never had,,5,Never had,Have now,Never had,Never had
ID_N1BT9W,Ghana,36,Yes,Yes,Yes,No,Yes,2500,3700,6500,2,Never had,Never had,Yes,Yes,Male,"Yes, sometimes",No,Never had,"Yes, always",No,Yes,No,Yes,Yes,Never had,Never had,Never had,,6,Never had,Have now,Never had,Have now
ID_EN2Z7M,DRC,58,No,No,No,Don't know,Don't know,2000,2822,5000,4,Never had,Have now,,,,,,,,,,,No,Yes,,,,Yes,,,,Never had,Never had
ID_IBLJH7,Ghana,74,Yes,No,No,No,Yes,15000,500000,800000,33,Never had,Have now,Yes,Yes,Male,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,Yes,No,,,Never had,Never had,Have now,,7,Never had,Never had,Never had,Never had
ID_SIS1BW,Kenya,24,Don’t know or N/A,No,No,Don't know,Don't know,900000,640000,900000,4,,Never had,No,Yes,Male,"Yes, sometimes",No,Never had,No,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,Yes,No,Never had,Never had,Never had,No,,,,,
ID_NKVB2H,Kenya,36,Don’t know or N/A,Yes,No,Don't know,Yes,1620000,7500000,14000000,2,,Have now,No,No,Female,"Yes, sometimes",Yes,Never had,No,Don?t know / doesn?t apply,No,No,Yes,No,Never had,Never had,Have now,No,,,,,
ID_YH36MO,Ghana,60,Yes,Yes,No,Yes,Yes,500,1800,3000,8,Never had,Have now,Yes,Yes,Female,No,Yes,Never had,"Yes, always",No,Yes,No,Yes,Yes,Never had,Never had,Never had,,0,Never had,Never had,Never had,Never had
ID_PUSRZA,Ghana,65,No,Yes,No,Yes,No,2500,1500,2500,35,Never had,Never had,Yes,Yes,Male,"Yes, sometimes",No,Never had,"Yes, sometimes",Yes,Yes,No,Yes,Yes,Never had,Never had,Never had,,8,Never had,Never had,Never had,Never had
ID_XPNMJQ,Ghana,35,Don’t know or N/A,No,No,Yes,Yes,500,6500,15000,5,Never had,Have now,0,No,Female,"Yes, sometimes",No,Never had,"Yes, sometimes",Don't Know,No,No,,Yes,Never had,Never had,Never had,,5,Never had,Never had,Never had,Never had
ID_G5NQJQ,Ghana,44,Yes,Yes,No,No,No,6500,1700,2500,4,Never had,Never had,0,Yes,Female,"Yes, sometimes",No,Never had,"Yes, always",No,No,No,,Yes,Never had,Never had,Never had,,8,Never had,Have now,Never had,Never had
ID_D06JGY,DRC,33,Yes,No,No,Don't know,Don't know,3000,1200,300,7,Never had,Have now,,,,,,,,,,,No,Yes,,,,,,,,Have now,Used to have but don't have now
ID_OTKQXW,DRC,36,Yes,No,No,Don't know,Yes,97,1200,97,2,Never had,Have now,,,,,,,,,,,Yes,Yes,Used to have but don't have now,Used to have but don't have now,Have now,,,,,Never had,Used to have but don't have now
ID_YQ8QDS,Kenya,23,Don’t know or N/A,Yes,No,No,Don't know,840000,70000,35000,4,,Have now,No,Yes,Male,"Yes, sometimes",No,Never had,No,Don?t know / doesn?t apply,No,No,Yes,No,Never had,Never had,Never had,No,,,,,
ID_C94TWK,Kenya,35,No,Yes,No,Yes,Yes,960000,6000000,11520000,15,,Never had,No,Yes,Male,"Yes, sometimes",No,Never had,No,Don?t know / doesn?t apply,Yes,No,Yes,No,Never had,Never had,Never had,No,,,,,
ID_JODCK8,Ghana,30,Yes,No,Yes,No,Yes,500,21600,45600,1,Never had,Have now,0,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,Yes,No,Yes,Yes,Have now,Never had,Never had,,1,Never had,Never had,Never had,Never had
ID_TCQR3E,Ghana,36,No,Yes,Yes,Yes,No,1000,1300,4200,2,Never had,Have now,0,Yes,Female,"Yes, sometimes",No,Never had,"Yes, always",Yes,Yes,No,,Yes,Never had,Never had,Never had,,11,Never had,Have now,Never had,Never had
ID_R4C9AS,Kenya,42,No,No,No,No,No,2129170,550000,25550000,7,,Have now,Yes,No,Female,No,Yes,Never had,No,No,Yes,Yes,No,No,Never had,Never had,Have now,Yes,,,,Never had,Never had
ID_N23648,DRC,48,No,Yes,No,Yes,Yes,97,50,300,1,Never had,,,,,,,,,,,,No,,,,,,,,,Never had,Used to have but don't have now
ID_OE8T4J,Uganda,29,Yes,Yes,No,Don't know,Yes,70,600,480,1,Never had,,,No,Female,No,No,Never had,No,Don't know,Yes,No,,,,,,Yes,0,Never had,Never had,,
ID_IVZOU1,Kenya,26,Yes,No,No,Yes,Yes,470000,180000,600000,1,,Have now,No,Yes,Female,"Yes, sometimes",Yes,Never had,Yes,Yes,Yes,No,Yes,No,Never had,Never had,Never had,No,,,,Never had,Never had
ID_UUKGSU,Kenya,32,Yes,Yes,Yes,Yes,Yes,150000,500000,28800000,9,,Have now,No,Yes,Male,"Yes, sometimes",No,Never had,Yes,Yes,Yes,No,Yes,No,Never had,Never had,Have now,Yes,,,,Never had,Never had
ID_ZMV6RL,Kenya,30,Yes,Yes,No,Yes,Yes,3000000,18000000,36000000,12,,Have now,No,No,Male,"Yes, sometimes",Yes,Never had,No,Yes,Yes,No,No,No,Never had,Never had,Never had,No,,,,,
ID_FKLULX,Uganda,26,Yes,Yes,No,Yes,Yes,60,480,720,1,Never had,,,Yes,Female,No,Yes,Never had,No,Yes,Yes,No,,,,,,Yes,2,Never had,Never had,,
ID_8WKDEF,Uganda,26,Yes,No,No,Don't know,Yes,120,480,1440,0,Never had,,,Yes,Female,"Yes, sometimes",No,Never had,No,Don't know,No,No,,,,,,No,1,Never had,Never had,,
ID_2XFLZK,Uganda,36,Yes,No,No,No,Yes,150,900,1800,2,Never had,,,Yes,Male,No,Yes,Never had,"Yes, sometimes",No,Yes,No,,,,,,No,0,Never had,Never had,,
ID_I8RVJF,Uganda,18,Yes,No,No,Yes,Yes,30,60,480,2,Never had,,,No,Male,"Yes, sometimes",No,Never had,No,Yes,No,No,,,,,,No,0,Never had,Never had,,
ID_TLINJ1,DRC,60,Yes,Yes,Don’t know,Don't know,Yes,100,97,97,0,Never had,,,,,,,,,,,,No,Yes,,,,,,,,Used to have but don't have now,
ID_F292VR,Uganda,57,No,Yes,No,No,Yes,,,,3,Never had,,,Yes,Male,"Yes, sometimes",No,Never had,No,No,Yes,No,,,,,,No,7,Never had,Never had,,
